SA2_CODE_2021,city_chooser,income_household,mortgage_existing,rent,house_price,rental_yield
212041313,Melbourne,103012,24696,23400,1000000,2.34
212041316,Melbourne,75556,21108,18252,1000000,1.8252000000000002
212041317,Melbourne,72852,20940,18512,1000000,1.8512
212041318,Melbourne,78260,19200,18460,1000000,1.846
212041459,Melbourne,70668,19200,17212,1000000,1.7212
212041460,Melbourne,72748,20400,17992,1000000,1.7992000000000001
212041563,Melbourne,62816,18000,16120,1000000,1.6119999999999999
212041564,Melbourne,66976,19764,17732,1000000,1.7732
212041565,Melbourne,79300,20796,19812,1000000,1.9812
212041566,Melbourne,129636,29736,27040,1000000,2.704
212051319,Melbourne,104572,30000,21580,1000000,2.158
212051321,Melbourne,101348,31200,26000,1000000,2.6
212051322,Melbourne,98280,28800,24024,1000000,2.4024
212051323,Melbourne,106548,31200,25220,1000000,2.522
212051324,Melbourne,108108,31200,24440,1000000,2.444
212051325,Melbourne,99476,26004,22360,1000000,2.236
212051326,Melbourne,101712,26004,21580,1000000,2.158
212051327,Melbourne,94536,30000,25012,1000000,2.5012
212051567,Melbourne,66456,22320,19760,1000000,1.976
212051568,Melbourne,88972,24000,20852,1000000,2.0852
213011328,Melbourne,71032,20400,16640,1000000,1.664
213011329,Melbourne,107224,22596,20800,1000000,2.08
213011331,Melbourne,77272,18204,18200,1000000,1.82
213011332,Melbourne,80756,20796,18720,1000000,1.872
213011333,Melbourne,64792,18000,16796,1000000,1.6795999999999998
213011334,Melbourne,61516,17676,17160,1000000,1.7160000000000002
213011335,Melbourne,64064,18000,16796,1000000,1.6795999999999998
213011336,Melbourne,81432,22104,17680,1000000,1.7680000000000002
213011337,Melbourne,72748,20796,17732,1000000,1.7732
213011338,Melbourne,73632,20400,17992,1000000,1.7992000000000001
213011339,Melbourne,94640,19800,19032,1000000,1.9032
213011340,Melbourne,112684,21840,21424,1000000,2.1424
213011569,Melbourne,75868,20280,18200,1000000,1.82
213011570,Melbourne,118092,23712,20800,1000000,2.08
213021341,Melbourne,96772,26400,20280,1000000,2.028
213021342,Melbourne,81796,20400,17732,1000000,1.7732
213021343,Melbourne,90480,26004,20800,1000000,2.08
213021344,Melbourne,132860,30000,23920,1000000,2.392
213021345,Melbourne,106184,21636,18772,1000000,1.8772
213021346,Melbourne,123864,31200,23400,1000000,2.34
213031347,Melbourne,87672,23424,18200,1000000,1.82
213031348,Melbourne,91676,23280,18460,1000000,1.846
213031349,Melbourne,105040,24000,20592,1000000,2.0591999999999997
213031350,Melbourne,122928,30000,21528,1000000,2.1528
213031351,Melbourne,103376,25548,18252,1000000,1.8252000000000002
213031352,Melbourne,129116,30000,24024,1000000,2.4024
213041353,Melbourne,93964,20796,17680,1000000,1.7680000000000002
213041358,Melbourne,84292,19500,17680,1000000,1.7680000000000002
213041359,Melbourne,110396,24204,20800,1000000,2.08
213041360,Melbourne,120380,24000,20800,1000000,2.08
213041461,Melbourne,97292,24000,20800,1000000,2.08
213041462,Melbourne,116792,24000,21372,1000000,2.1372
213041463,Melbourne,110916,23400,20852,1000000,2.0852
213041571,Melbourne,84604,19896,18200,1000000,1.82
213041572,Melbourne,106912,22848,19292,1000000,1.9292
213041573,Melbourne,133224,23256,19760,1000000,1.976
213041574,Melbourne,117208,25200,22308,1000000,2.2308000000000003
213041575,Melbourne,115024,23040,19760,1000000,1.976
213041576,Melbourne,80912,18204,16692,1000000,1.6691999999999998
213041577,Melbourne,55172,15600,15600,1000000,1.5599999999999998
213041578,Melbourne,70876,18204,16692,1000000,1.6691999999999998
213051361,Melbourne,88660,19200,17732,1000000,1.7732
213051362,Melbourne,76440,18612,17680,1000000,1.7680000000000002
213051363,Melbourne,108732,24000,19760,1000000,1.976
213051368,Melbourne,93704,24000,18252,1000000,1.8252000000000002
213051464,Melbourne,123812,26400,20852,1000000,2.0852
213051466,Melbourne,131144,26004,21320,1000000,2.1319999999999997
213051467,Melbourne,71448,18000,16380,1000000,1.638
213051468,Melbourne,103740,22104,18720,1000000,1.872
213051579,Melbourne,120068,23160,18772,1000000,1.8772
213051580,Melbourne,113620,23400,20280,1000000,2.028
213051581,Melbourne,126828,24000,20800,1000000,2.08
213051582,Melbourne,108472,24000,20020,1000000,2.002
213051583,Melbourne,112528,22800,19760,1000000,1.976
213051584,Melbourne,114296,24780,20332,1000000,2.0332
213051585,Melbourne,98020,21732,19188,1000000,1.9188
213051586,Melbourne,119964,26004,20904,1000000,2.0904
213051587,Melbourne,121524,24000,20540,1000000,2.054
213051588,Melbourne,101244,22716,19604,1000000,1.9604
213051589,Melbourne,96824,21600,18200,1000000,1.82
213051590,Melbourne,91832,20016,17472,1000000,1.7472
214011370,Melbourne,86216,20796,19240,1000000,1.924
214011371,Melbourne,71916,20796,17420,1000000,1.7420000000000002
214011372,Melbourne,68276,19164,17732,1000000,1.7732
214011373,Melbourne,105976,26004,21840,1000000,2.1839999999999997
214011374,Melbourne,101400,22800,18980,1000000,1.8980000000000001
214011375,Melbourne,78000,22200,18252,1000000,1.8252000000000002
214011376,Melbourne,115648,24000,23400,1000000,2.34
214021377,Melbourne,72696,23400,21060,1000000,2.106
214021378,Melbourne,114244,26928,22048,1000000,2.2048
214021379,Melbourne,73164,20796,17160,1000000,1.7160000000000002
214021381,Melbourne,132444,31200,26624,1000000,2.6624
214021382,Melbourne,109044,26004,25792,1000000,2.5791999999999997
214021383,Melbourne,74360,22656,19552,1000000,1.9552
214021384,Melbourne,60060,20796,18200,1000000,1.82
214021385,Melbourne,92612,21600,19760,1000000,1.976
214021591,Melbourne,78104,24000,20800,1000000,2.08
214021592,Melbourne,72228,25200,21320,1000000,2.1319999999999997
215011386,Regional,63232,12996,13000,1000000,1.3
215011387,Regional,71968,12996,7852,1000000,0.7852
215011388,Regional,70044,14436,12740,1000000,1.274
215011389,Regional,81484,13608,9620,1000000,0.962
215011390,Regional,61308,8844,8840,1000000,0.8840000000000001
215011391,Regional,51636,10404,9464,1000000,0.9464
215011392,Regional,61568,12120,11128,1000000,1.1128
215011393,Regional,61152,9096,7800,1000000,0.7799999999999999
215011394,Regional,57148,8064,8632,1000000,0.8632000000000001
215021395,Regional,89232,17676,13000,1000000,1.3
215021396,Regional,69576,13680,11440,1000000,1.1440000000000001
215021398,Regional,64428,10800,7800,1000000,0.7799999999999999
215021399,Regional,69992,12996,12480,1000000,1.248
215021469,Regional,62920,13776,13520,1000000,1.352
215021470,Regional,73164,16008,15600,1000000,1.5599999999999998
215031400,Regional,56628,8808,8216,1000000,0.8215999999999999
215031401,Regional,57928,11964,9360,1000000,0.936
215031402,Regional,52312,12000,10400,1000000,1.04
215031403,Regional,70044,12480,11440,1000000,1.1440000000000001
215031404,Regional,72280,15600,12220,1000000,1.222
215031405,Regional,71396,11592,9360,1000000,0.936
216011406,Regional,70044,17796,14820,1000000,1.482
216011407,Regional,63856,14820,10920,1000000,1.0919999999999999
216011408,Regional,74256,15840,10400,1000000,1.04
216011409,Regional,60632,13464,11076,1000000,1.1076000000000001
216011410,Regional,55744,12276,10400,1000000,1.04
216021411,Regional,54964,15336,13000,1000000,1.3
216021412,Regional,70772,14556,10920,1000000,1.0919999999999999
216021413,Regional,64636,14064,10920,1000000,1.0919999999999999
216021414,Regional,59748,17160,15080,1000000,1.508
216031415,Regional,58292,13776,13000,1000000,1.3
216031416,Regional,81120,16428,14040,1000000,1.4040000000000001
216031418,Regional,84656,15600,12272,1000000,1.2272
216031419,Regional,71708,15600,12480,1000000,1.248
216031593,Regional,104052,19500,19760,1000000,1.976
216031594,Regional,59488,13992,14040,1000000,1.4040000000000001
217011420,Regional,64168,12876,9360,1000000,0.936
217011421,Regional,64844,12996,12220,1000000,1.222
217011422,Regional,62400,13260,13000,1000000,1.3
217011423,Regional,67028,11172,8840,1000000,0.8840000000000001
217031471,Regional,58708,13608,12480,1000000,1.248
217031472,Regional,65000,15600,13520,1000000,1.352
217031473,Regional,74932,16800,13000,1000000,1.3
217031474,Regional,61516,12000,10400,1000000,1.04
217031475,Regional,73112,14400,12012,1000000,1.2012
217031476,Regional,60684,16644,14820,1000000,1.482
217041477,Regional,78676,15600,10400,1000000,1.04
217041478,Regional,79144,18204,14560,1000000,1.456
217041479,Regional,75452,17412,15600,1000000,1.5599999999999998
217041480,Regional,71760,16644,14924,1000000,1.4924
297979799,Regional,0,0,0,1000000,0
299999499,Regional,0,0,0,1000000,0
301011001,Brisbane,95524,21948,20800,1000000,2.08
301011002,Brisbane,134576,27216,23400,1000000,2.34
301011003,Brisbane,101088,24000,22880,1000000,2.2880000000000003
301011004,Brisbane,90376,21420,19916,1000000,1.9916
301011005,Brisbane,77376,21444,19240,1000000,1.924
301011006,Brisbane,112996,24156,23400,1000000,2.34
301021007,Brisbane,74360,24000,20800,1000000,2.08
301021008,Brisbane,99476,24000,23400,1000000,2.34
301021009,Brisbane,107848,24912,24440,1000000,2.444
301021011,Brisbane,137124,26004,24700,1000000,2.4699999999999998
301021012,Brisbane,115336,26004,24440,1000000,2.444
301021013,Brisbane,78572,23400,23400,1000000,2.34
301021550,Brisbane,59644,20796,15600,1000000,1.5599999999999998
301021551,Brisbane,39572,10848,13520,1000000,1.352
301031014,Brisbane,71448,38400,14560,1000000,1.456
301031015,Brisbane,106652,26004,21320,1000000,2.1319999999999997
301031016,Brisbane,110084,24600,22620,1000000,2.262
301031017,Brisbane,125008,26004,23400,1000000,2.34
301031018,Brisbane,103116,22800,21840,1000000,2.1839999999999997
301031019,Brisbane,156312,28596,26520,1000000,2.6519999999999997
301031020,Brisbane,97864,26004,20800,1000000,2.08
301031021,Brisbane,96512,23400,21476,1000000,2.1475999999999997
302011022,Brisbane,104936,21000,20280,1000000,2.028
302011023,Brisbane,147992,30000,27300,1000000,2.73
302011024,Brisbane,104624,24000,22880,1000000,2.2880000000000003
302011025,Brisbane,105248,23400,21840,1000000,2.1839999999999997
302011026,Brisbane,127972,26004,23920,1000000,2.392
302021027,Brisbane,95576,24000,21580,1000000,2.158
302021028,Brisbane,73788,20280,19240,1000000,1.924
302021029,Brisbane,113724,24696,23660,1000000,2.366
302021030,Brisbane,112528,24000,21840,1000000,2.1839999999999997
302021031,Brisbane,111384,26400,19500,1000000,1.95
302021032,Brisbane,91624,24000,18720,1000000,1.872
302021033,Brisbane,108732,26004,21320,1000000,2.1319999999999997
302021034,Brisbane,137176,29400,22360,1000000,2.236
302031035,Brisbane,98124,21600,21580,1000000,2.158
302031036,Brisbane,18200,0,18200,1000000,1.82
302031037,Brisbane,107120,23460,23400,1000000,2.34
302031038,Brisbane,115232,26004,19760,1000000,1.976
302031039,Brisbane,119964,25092,23400,1000000,2.34
302031040,Brisbane,91676,20796,19240,1000000,1.924
302041041,Brisbane,102544,21600,21320,1000000,2.1319999999999997
302041042,Brisbane,103012,23916,20800,1000000,2.08
302041043,Brisbane,83460,22152,18200,1000000,1.82
302041044,Brisbane,99216,26004,14976,1000000,1.4976
302041045,Brisbane,81536,20148,20280,1000000,2.028
302041046,Brisbane,74152,20124,18200,1000000,1.82
303011047,Brisbane,156520,31200,23920,1000000,2.392
303011048,Brisbane,120640,28344,23400,1000000,2.34
303011049,Brisbane,107900,24000,22880,1000000,2.2880000000000003
303011050,Brisbane,103636,23400,20800,1000000,2.08
303011051,Brisbane,123864,28800,27716,1000000,2.7716000000000003
303021052,Brisbane,95212,24000,18720,1000000,1.872
303021053,Brisbane,109200,24696,19760,1000000,1.976
303021054,Brisbane,106860,26004,20800,1000000,2.08
303021055,Brisbane,100932,22392,19552,1000000,1.9552
303021056,Brisbane,121212,27600,20540,1000000,2.054
303021057,Brisbane,114192,26004,20280,1000000,2.028
303021058,Brisbane,96928,24000,22880,1000000,2.2880000000000003
303021059,Brisbane,109304,26004,20280,1000000,2.028
303031060,Brisbane,100984,21972,21840,1000000,2.1839999999999997
303031061,Brisbane,91104,23400,22360,1000000,2.236
303031062,Brisbane,107120,25728,22360,1000000,2.236
303031063,Brisbane,104884,24372,20540,1000000,2.054
303031064,Brisbane,135928,31200,31200,1000000,3.1199999999999997
303031065,Brisbane,86528,23604,21580,1000000,2.158
303031066,Brisbane,104884,23508,22880,1000000,2.2880000000000003
303041067,Brisbane,83512,20796,19552,1000000,1.9552
303041068,Brisbane,97032,24000,18720,1000000,1.872
303041069,Brisbane,86528,23400,20800,1000000,2.08
303041070,Brisbane,108524,24000,20020,1000000,2.002
303041071,Brisbane,152256,29436,23400,1000000,2.34
303051072,Brisbane,89232,21000,20540,1000000,2.054
303051073,Brisbane,100152,21648,21840,1000000,2.1839999999999997
303051074,Brisbane,124020,25200,23400,1000000,2.34
303051075,Brisbane,114088,23400,23400,1000000,2.34
303051076,Brisbane,70200,18204,17420,1000000,1.7420000000000002
303061077,Brisbane,108108,25200,20800,1000000,2.08
303061078,Brisbane,90584,19200,20800,1000000,2.08
303061079,Brisbane,82836,23532,20800,1000000,2.08
303061080,Brisbane,89700,22236,21320,1000000,2.1319999999999997
304011081,Brisbane,122720,26004,24960,1000000,2.496
304011082,Brisbane,111332,22632,22360,1000000,2.236
304011083,Brisbane,107068,21840,21320,1000000,2.1319999999999997
304011084,Brisbane,130884,26004,23920,1000000,2.392
304011085,Brisbane,140712,27300,28600,1000000,2.86
304021086,Brisbane,124020,24912,23400,1000000,2.34
304021087,Brisbane,168428,32400,27040,1000000,2.704
304021088,Brisbane,153764,28884,28860,1000000,2.886
304021089,Brisbane,197132,36396,30680,1000000,3.068
304021090,Brisbane,129636,26400,26520,1000000,2.6519999999999997
304021091,Brisbane,176176,32400,27196,1000000,2.7196000000000002
304031092,Brisbane,164944,33600,25480,1000000,2.548
304031093,Brisbane,112736,26400,20020,1000000,2.002
304031094,Brisbane,107640,24468,22880,1000000,2.2880000000000003
304031095,Brisbane,107796,26520,20540,1000000,2.054
304031096,Brisbane,91572,24000,21320,1000000,2.1319999999999997
304031097,Brisbane,99372,22800,20020,1000000,2.002
304041098,Brisbane,102700,24000,18720,1000000,1.872
304041099,Brisbane,84448,15240,23400,1000000,2.34
304041100,Brisbane,84916,23400,20800,1000000,2.08
304041101,Brisbane,116480,26004,20800,1000000,2.08
304041102,Brisbane,0,0,0,1000000,0
304041103,Brisbane,133744,27192,25480,1000000,2.548
304041104,Brisbane,134420,26004,20800,1000000,2.08
305011105,Brisbane,96564,24000,23920,1000000,2.392
305011106,Brisbane,86840,20796,20800,1000000,2.08
305011107,Brisbane,100620,28596,19760,1000000,1.976
305011108,Brisbane,107068,23400,23400,1000000,2.34
305011109,Brisbane,107588,27312,21060,1000000,2.106
305011110,Brisbane,95212,23400,24440,1000000,2.444
305011111,Brisbane,97188,20796,20800,1000000,2.08
305011112,Brisbane,109356,25200,23400,1000000,2.34
305021113,Brisbane,141960,32496,23400,1000000,2.34
305021114,Brisbane,149136,33600,26000,1000000,2.6
305021115,Brisbane,106808,26004,20800,1000000,2.08
305021116,Brisbane,156936,33600,22360,1000000,2.236
305021117,Brisbane,120796,26004,22360,1000000,2.236
305021118,Brisbane,151736,31200,23400,1000000,2.34
305031119,Brisbane,106704,24000,21320,1000000,2.1319999999999997
305031120,Brisbane,122044,26400,20540,1000000,2.054
305031121,Brisbane,114816,28800,20280,1000000,2.028
305031122,Brisbane,100412,24000,18200,1000000,1.82
305031123,Brisbane,168636,31200,23920,1000000,2.392
305031124,Brisbane,107172,26004,21840,1000000,2.1839999999999997
305031125,Brisbane,156936,34800,28600,1000000,2.86
305031126,Brisbane,91468,24960,20800,1000000,2.08
305031127,Brisbane,117052,26004,19916,1000000,1.9916
305031128,Brisbane,112320,24000,23400,1000000,2.34
305031129,Brisbane,156156,32496,20800,1000000,2.08
305031130,Brisbane,113984,27336,20800,1000000,2.08
305031131,Brisbane,108472,26400,19760,1000000,1.976
305041132,Brisbane,149396,31200,22880,1000000,2.2880000000000003
305041133,Brisbane,113360,26004,20280,1000000,2.028
305041134,Brisbane,177164,34836,25740,1000000,2.574
305041135,Brisbane,126152,30000,23400,1000000,2.34
305041136,Brisbane,122460,32400,22360,1000000,2.236
305041137,Brisbane,100464,24624,21840,1000000,2.1839999999999997
306011138,Regional,113880,20796,23400,1000000,2.34
306011139,Regional,85176,20796,20800,1000000,2.08
306011140,Regional,95732,19764,18200,1000000,1.82
306011141,Regional,114036,21600,21840,1000000,2.1839999999999997
306011142,Regional,93600,20796,21840,1000000,2.1839999999999997
306011143,Regional,69004,16896,16120,1000000,1.6119999999999999
306021144,Regional,95212,18204,20020,1000000,2.002
306021145,Regional,71500,15600,17160,1000000,1.7160000000000002
306021146,Regional,76856,18264,17680,1000000,1.7680000000000002
306021147,Regional,85436,18204,18200,1000000,1.82
306021148,Regional,93080,19500,17160,1000000,1.7160000000000002
306021149,Regional,89076,19500,17940,1000000,1.794
306021150,Regional,143000,0,0,1000000,0
306021151,Regional,54808,13200,14040,1000000,1.4040000000000001
306021152,Regional,55588,15600,13468,1000000,1.3468
306021153,Regional,94952,18504,20280,1000000,2.028
306021154,Regional,60008,15600,14560,1000000,1.456
306021155,Regional,72592,16116,17680,1000000,1.7680000000000002
306021156,Regional,87204,20796,16900,1000000,1.69
306021157,Regional,59904,15600,14560,1000000,1.456
306031158,Regional,68640,16404,12480,1000000,1.248
306031159,Regional,57460,14304,13000,1000000,1.3
306031160,Regional,67652,15600,13000,1000000,1.3
306031161,Regional,61880,15600,13780,1000000,1.3780000000000001
306031162,Regional,117000,62400,0,1000000,0
306031163,Regional,65208,16704,7800,1000000,0.7799999999999999
306041164,Regional,62452,16896,13520,1000000,1.352
306041165,Regional,74932,19980,18200,1000000,1.82
306051166,Regional,62816,17520,14560,1000000,1.456
306051167,Regional,46800,12996,11960,1000000,1.196
306051168,Regional,70304,19764,14040,1000000,1.4040000000000001
306051169,Regional,67392,17160,13520,1000000,1.352
306051170,Regional,66664,17940,14820,1000000,1.482
307011171,Regional,70616,14028,10400,1000000,1.04
307011172,Regional,80548,15768,13000,1000000,1.3
307011173,Regional,84708,18204,15340,1000000,1.534
307011174,Regional,58136,10404,10400,1000000,1.04
307011175,Regional,69368,12216,10400,1000000,1.04
307011176,Regional,88712,15600,13000,1000000,1.3
307011177,Regional,74672,13368,8060,1000000,0.8059999999999999
307011178,Regional,49140,9480,9360,1000000,0.936
307021179,Regional,57668,15600,13000,1000000,1.3
307021180,Regional,70564,15600,13520,1000000,1.352
307021181,Regional,62400,12000,11440,1000000,1.1440000000000001
307021182,Regional,73112,16968,14040,1000000,1.4040000000000001
307021183,Regional,73320,15600,13000,1000000,1.3
307031184,Regional,67964,16224,13000,1000000,1.3
307031185,Regional,64688,16632,12480,1000000,1.248
307031186,Regional,56992,15600,13000,1000000,1.3
307031187,Regional,50440,14400,13000,1000000,1.3
307031188,Regional,59124,14976,12480,1000000,1.248
307031189,Regional,58084,14664,13780,1000000,1.3780000000000001
308011190,Regional,107588,12996,7800,1000000,0.7799999999999999
308011191,Regional,84240,15600,6240,1000000,0.624
308011192,Regional,113880,19200,15600,1000000,1.5599999999999998
308031205,Regional,60944,13392,13520,1000000,1.352
308031206,Regional,74724,18600,13000,1000000,1.3
308031207,Regional,62556,18204,18200,1000000,1.82
308031208,Regional,90324,17700,15600,1000000,1.5599999999999998
308031209,Regional,126464,23400,18200,1000000,1.82
308031210,Regional,89076,18204,17680,1000000,1.7680000000000002
308031211,Regional,71448,15600,13520,1000000,1.352
308031212,Regional,42276,10080,10400,1000000,1.04
308031213,Regional,92456,19500,15600,1000000,1.5599999999999998
308031214,Regional,66612,15600,13520,1000000,1.352
308031215,Regional,84552,18204,14560,1000000,1.456
308031216,Regional,73216,15600,13780,1000000,1.3780000000000001
308031217,Regional,55172,12876,13000,1000000,1.3
308031218,Regional,82628,20796,14560,1000000,1.456
308031219,Regional,87308,21060,15600,1000000,1.5599999999999998
308031220,Regional,96252,20796,15600,1000000,1.5599999999999998
308031221,Regional,71500,31200,0,1000000,0
308031222,Regional,83200,17676,14560,1000000,1.456
308031223,Regional,85332,20796,18200,1000000,1.82
308041528,Regional,87100,15600,10400,1000000,1.04
308041529,Regional,97916,15600,13520,1000000,1.352
308051530,Regional,52468,16032,14300,1000000,1.43
308051531,Regional,101296,20796,15600,1000000,1.5599999999999998
308051532,Regional,46800,0,10400,1000000,1.04
308051533,Regional,98280,19284,15340,1000000,1.534
308051534,Regional,63544,16728,11960,1000000,1.196
308051535,Regional,103272,22620,15080,1000000,1.508
308051536,Regional,87464,18204,14196,1000000,1.4196
308051537,Regional,0,0,0,1000000,0
308051538,Regional,100880,18204,15600,1000000,1.5599999999999998
308051539,Regional,69108,15600,11960,1000000,1.196
309011224,Regional,107744,31200,31200,1000000,3.1199999999999997
309011225,Regional,84240,24000,24960,1000000,2.496
309011226,Regional,90324,24252,26000,1000000,2.6
309011227,Regional,85176,20796,22880,1000000,2.2880000000000003
309011228,Regional,91156,26004,23400,1000000,2.34
309011229,Regional,95212,24000,24440,1000000,2.444
309021230,Regional,69212,21660,21060,1000000,2.106
309021231,Regional,88192,23400,23660,1000000,2.366
309021232,Regional,85072,25200,24336,1000000,2.4336
309021233,Regional,90688,25200,27300,1000000,2.73
309021234,Regional,89492,25116,23140,1000000,2.314
309031235,Regional,87464,24000,24440,1000000,2.444
309031236,Regional,68328,20388,22360,1000000,2.236
309031237,Regional,56784,19764,21580,1000000,2.158
309031238,Regional,61776,18204,19760,1000000,1.976
309031239,Regional,91052,26004,24180,1000000,2.418
309031240,Regional,71864,24000,22620,1000000,2.262
309041241,Regional,90272,21948,19500,1000000,1.95
309041242,Regional,90740,23400,21840,1000000,2.1839999999999997
309051243,Regional,120484,30000,26000,1000000,2.6
309051244,Regional,106704,25200,26000,1000000,2.6
309051245,Regional,116428,26004,23660,1000000,2.366
309061246,Regional,81120,22800,23400,1000000,2.34
309061247,Regional,86892,21840,21840,1000000,2.1839999999999997
309061248,Regional,81692,22104,20800,1000000,2.08
309061249,Regional,108472,24000,24440,1000000,2.444
309061250,Regional,117624,26400,27040,1000000,2.704
309071251,Regional,100360,24000,23400,1000000,2.34
309071252,Regional,104728,25176,25740,1000000,2.574
309071253,Regional,100152,26400,28600,1000000,2.86
309071254,Regional,99684,25116,20800,1000000,2.08
309071256,Regional,106080,23400,23140,1000000,2.314
309071552,Regional,102440,23400,22880,1000000,2.2880000000000003
309071553,Regional,116532,24000,23400,1000000,2.34
309071554,Regional,98072,24624,22880,1000000,2.2880000000000003
309071555,Regional,95628,23400,22620,1000000,2.262
309071556,Regional,122876,26004,26000,1000000,2.6
309071557,Regional,99476,21840,23400,1000000,2.34
309071558,Regional,104676,23400,22880,1000000,2.2880000000000003
309081259,Regional,84084,26004,28080,1000000,2.8080000000000003
309081260,Regional,87828,20796,24180,1000000,2.418
309081262,Regional,85540,22104,25480,1000000,2.548
309081559,Regional,96252,24072,28080,1000000,2.8080000000000003
309081560,Regional,83876,21840,28080,1000000,2.8080000000000003
309091263,Regional,82212,23400,23400,1000000,2.34
309091264,Regional,91884,22200,23400,1000000,2.34
309091265,Regional,107328,22728,27976,1000000,2.7976
309091540,Regional,62036,17508,20800,1000000,2.08
309091541,Regional,70824,20796,22620,1000000,2.262
309101267,Regional,99736,26004,30160,1000000,3.016
309101268,Regional,101764,31200,24960,1000000,2.496
309101269,Regional,87464,25092,26000,1000000,2.6
309101561,Regional,66352,19500,21580,1000000,2.158
309101562,Regional,70720,19200,20800,1000000,2.08
310011271,Brisbane,85748,18924,18720,1000000,1.872
310011272,Brisbane,67600,18204,18200,1000000,1.82
310011274,Brisbane,60944,16512,15600,1000000,1.5599999999999998
310011275,Brisbane,112996,24000,21060,1000000,2.106
310011276,Brisbane,62608,15600,15080,1000000,1.508
310011563,Brisbane,95888,20796,18980,1000000,1.8980000000000001
310011564,Brisbane,98800,20400,19760,1000000,1.976
310021277,Brisbane,71500,18204,15340,1000000,1.534
310021278,Brisbane,53092,15600,13520,1000000,1.352
310021279,Brisbane,0,0,0,1000000,0
310021280,Brisbane,74100,17676,16380,1000000,1.638
310021281,Brisbane,75140,18204,16120,1000000,1.6119999999999999
310021282,Brisbane,82056,19200,15600,1000000,1.5599999999999998
310031283,Brisbane,73216,18000,16120,1000000,1.6119999999999999
310031284,Brisbane,72176,15600,15600,1000000,1.5599999999999998
310031285,Brisbane,87256,17424,15600,1000000,1.5599999999999998
310031286,Brisbane,72592,18000,14560,1000000,1.456
310031287,Brisbane,66248,15876,15080,1000000,1.508
310031288,Brisbane,116792,22800,17680,1000000,1.7680000000000002
310031289,Brisbane,129064,24684,20800,1000000,2.08
310031290,Brisbane,124020,23016,20800,1000000,2.08
310031291,Brisbane,63024,14556,15080,1000000,1.508
310031292,Brisbane,68120,15600,14820,1000000,1.482
310031293,Brisbane,81276,16896,16380,1000000,1.638
310031294,Brisbane,108836,21420,19760,1000000,1.976
310031295,Brisbane,57044,13104,14040,1000000,1.4040000000000001
310041297,Brisbane,91416,18720,16900,1000000,1.69
310041298,Brisbane,117000,0,7800,1000000,0.7799999999999999
310041299,Brisbane,85280,18852,17680,1000000,1.7680000000000002
310041300,Brisbane,70200,15600,16120,1000000,1.6119999999999999
310041301,Brisbane,0,0,0,1000000,0
310041302,Brisbane,78832,17676,18200,1000000,1.82
310041303,Brisbane,113152,20796,20020,1000000,2.002
310041304,Brisbane,116012,22704,21840,1000000,2.1839999999999997
310041565,Brisbane,146900,27276,21580,1000000,2.158
310041566,Brisbane,90792,20400,17680,1000000,1.7680000000000002
311011305,Brisbane,62348,18204,16120,1000000,1.6119999999999999
311021306,Brisbane,60060,16644,15600,1000000,1.5599999999999998
311021307,Brisbane,56316,15600,16640,1000000,1.664
311021308,Brisbane,89284,18792,19760,1000000,1.976
311021309,Brisbane,77792,19200,17680,1000000,1.7680000000000002
311021310,Brisbane,108004,22356,21580,1000000,2.158
311031311,Brisbane,76076,19392,18720,1000000,1.872
311031312,Brisbane,75920,18204,18200,1000000,1.82
311031313,Brisbane,88140,21000,19760,1000000,1.976
311031314,Brisbane,76544,17160,18200,1000000,1.82
311031315,Brisbane,0,0,0,1000000,0
311031316,Brisbane,91728,19764,18200,1000000,1.82
311031317,Brisbane,73476,17640,18200,1000000,1.82
311031318,Brisbane,115908,23400,23816,1000000,2.3816
311031319,Brisbane,100308,20268,20280,1000000,2.028
311041322,Brisbane,114296,26004,24440,1000000,2.444
311041567,Brisbane,114556,23400,21320,1000000,2.1319999999999997
311041568,Brisbane,131248,26004,20540,1000000,2.054
311041569,Brisbane,107796,23400,22360,1000000,2.236
311041570,Brisbane,112788,24000,21320,1000000,2.1319999999999997
311041571,Brisbane,83356,20436,19500,1000000,1.95
311051323,Brisbane,67496,19164,18460,1000000,1.846
311051324,Brisbane,120380,25200,22100,1000000,2.21
311051325,Brisbane,97136,20796,20280,1000000,2.028
311051326,Brisbane,71604,18204,18200,1000000,1.82
311051327,Brisbane,115700,23916,21320,1000000,2.1319999999999997
311051328,Brisbane,65364,17424,16640,1000000,1.664
311061329,Brisbane,105872,22356,20800,1000000,2.08
311061330,Brisbane,61360,15864,16380,1000000,1.638
311061331,Brisbane,52884,15600,14560,1000000,1.456
311061332,Brisbane,100412,21600,20540,1000000,2.054
311061333,Brisbane,67652,17160,16120,1000000,1.6119999999999999
311061334,Brisbane,89648,20796,19760,1000000,1.976
311061335,Brisbane,103584,23400,20800,1000000,2.08
311061336,Brisbane,54236,14400,14560,1000000,1.456
312011337,Regional,68744,18204,14040,1000000,1.4040000000000001
312011338,Regional,114764,10920,4160,1000000,0.416
312011339,Regional,97396,15600,11440,1000000,1.1440000000000001
312011340,Regional,70668,15600,11180,1000000,1.118
312011341,Regional,160108,15600,5772,1000000,0.5772
312021342,Regional,90064,20616,18200,1000000,1.82
312021343,Regional,89284,19500,16640,1000000,1.664
312021344,Regional,119652,22224,20800,1000000,2.08
